customer_state,total_payment_value,total_freight,total_weight_g,total_volume_cm3,principal_category_by_price,principal_seller_state_by_price,purchase_year,facturacion_promedio_t1,facturacion_mediana_t1,facturacion_std_t1,facturacion_total_7d_avg,dias_entrega_promedio_7d_avg,dias_entrega_promedio_t2,dias_entrega_promedio_prev_month,es_post_domingo_festivo,es_diciembre,es_fin_de_semana_extendido,distancia_km,distancia_total_t1,distancia_total_prev_month,delivery_days
SP,141.15,28.15,5950.0,48000.0,b'esporte_lazer',PR,2017.0,132.176783,96.8,128.545575,15373.385714,10.668204,13.625,12.847377,0.0,0.0,0.0,322.488765,10435.72261,250658.264608,5.0
SP,91.66,11.76,949.0,15600.0,b'cama_mesa_banho',SP,2017.0,158.053911,102.305,174.920883,32450.058571,10.548577,11.257813,11.846389,0.0,0.0,0.0,7.844358,12662.738601,343516.704227,4.0
RJ,317.34,18.34,1813.0,10920.0,b'esporte_lazer',SP,2017.0,151.771518,103.55,211.093078,22752.575714,11.728496,11.83871,11.846389,0.0,0.0,0.0,348.6625,14707.887318,343516.704227,7.0
SP,201.82,15.82,700.0,1280.0,b'relogios_presentes',SP,2018.0,162.550192,111.77,246.984106,45585.685714,8.83792,7.52809,9.806023,0.0,0.0,1.0,22.92607,2231.871657,424423.205949,2.0
SP,27.77,7.78,100.0,4500.0,b'beleza_saude',SP,2017.0,136.802188,117.395,96.555528,19861.174286,11.049271,10.351648,11.140125,0.0,0.0,1.0,22.584829,512.53934,204408.639154,2.0
SP,574.36,30.36,10600.0,20280.0,b'esporte_lazer',SP,2017.0,171.001906,105.33,239.716305,38678.341429,10.413725,11.026756,11.723562,0.0,1.0,1.0,233.685865,16866.037058,343480.138209,11.0
SP,409.79,14.89,813.0,8192.0,b'informatica_acessorios',PR,2018.0,148.135545,101.93,184.283167,36682.812857,14.754947,15.039216,15.685915,0.0,0.0,0.0,490.744174,32217.267503,350875.393133,17.0
SP,23.69,12.79,200.0,8000.0,b'moveis_decoracao',SP,2018.0,134.32,67.05,161.079081,44519.647143,12.567361,12.145455,16.552935,1.0,0.0,0.0,212.421875,13940.322722,471112.176282,4.0
SP,28.86,10.96,300.0,600.0,b'cama_mesa_banho',SP,2017.0,161.70807,116.275,175.243136,15074.481429,11.063914,11.771186,9.861342,0.0,0.0,0.0,257.049922,8895.344761,100733.911078,10.0
SP,172.14,12.14,1400.0,13932.0,b'utilidades_domesticas',SP,2018.0,162.550192,111.77,246.984106,45585.685714,8.83792,7.52809,9.806023,0.0,0.0,1.0,57.254123,2231.871657,424423.205949,2.0
SP,42.59,12.69,2600.0,9000.0,b'esporte_lazer',SP,2017.0,146.426294,103.37,142.389928,18437.258571,13.862178,13.216495,13.725249,0.0,0.0,0.0,72.185091,11412.505157,117455.248491,6.0
SP,21.38,7.39,200.0,3750.0,b'beleza_saude',SP,2018.0,161.5075,176.31,34.12653,42706.118571,11.312918,7.980952,11.552505,1.0,0.0,0.0,30.181962,9939.414701,488209.852444,3.0
SP,28.62,8.72,350.0,2640.0,b'utilidades_domesticas',SP,2017.0,196.655961,104.85,291.813102,23629.967143,10.805324,10.747826,11.02144,0.0,0.0,0.0,59.821842,17460.041278,304388.330097,3.0
RJ,111.89,26.9,2200.0,10580.0,b'beleza_saude',SP,2018.0,138.530591,95.6,148.197692,32871.54,9.871739,8.802198,11.552505,0.0,0.0,1.0,343.784042,18888.717244,488209.852444,6.0
SP,74.03,14.13,7000.0,32994.0,b'utilidades_domesticas',SP,2017.0,152.815196,104.28,195.164588,12760.0,13.279212,12.5,12.847377,0.0,0.0,0.0,51.490309,11223.852262,250658.264608,1.0
RJ,58.0,15.1,267.0,4320.0,b'utilidades_domesticas',SP,2018.0,150.340792,102.1,182.147188,32152.238571,13.564187,14.916667,13.715038,0.0,0.0,0.0,396.508105,24705.299123,455464.133916,15.0
RJ,53.2,28.2,300.0,19440.0,b'esporte_lazer',SP,2018.0,147.593276,104.715,166.697669,37965.977143,13.154252,13.464286,13.715038,0.0,0.0,0.0,330.741872,22443.295487,455464.133916,21.0
SP,84.57,14.58,1350.0,24750.0,b'cama_mesa_banho',SP,2018.0,149.366946,107.525,159.558268,39582.264286,14.742362,22.5,16.552935,0.0,0.0,0.0,300.303169,27903.143629,471112.176282,5.0
RJ,142.16,78.56,6900.0,56350.0,b'moveis_decoracao',SP,2017.0,152.045871,92.67,217.085211,26233.63,11.833202,11.265306,11.846389,0.0,0.0,1.0,349.642062,15763.012739,343516.704227,6.0
SP,141.9,12.0,1550.0,4692.0,b'cama_mesa_banho',SP,2018.0,146.780053,109.19,145.736922,42079.09,16.184607,13.259587,14.949342,0.0,0.0,0.0,150.245716,23643.304352,390767.341004,1.0
SP,113.62,13.72,1500.0,11232.0,b'cama_mesa_banho',SP,2017.0,138.376522,120.09,105.934625,15564.477143,10.502691,9.182482,11.140125,0.0,0.0,1.0,288.33388,353.729592,204408.639154,5.0
SP,95.52,16.54,200.0,8736.0,b'beleza_saude',SP,2017.0,184.298643,105.37,295.904466,24362.647143,13.283123,11.373874,11.886244,0.0,0.0,0.0,68.502249,11583.701444,291113.407386,5.0
RJ,68.59,13.6,300.0,1638.0,b'cama_mesa_banho',RJ,2018.0,144.009091,99.45,137.449058,8649.721429,9.637583,7.762376,11.552505,0.0,0.0,1.0,147.106927,2159.150194,488209.852444,11.0
RJ,141.67,11.77,1150.0,6900.0,b'esporte_lazer',RJ,2018.0,211.847647,160.14,210.419599,36035.785714,14.989747,13.3,14.586934,1.0,0.0,0.0,16.046643,7021.780009,421109.470293,3.0
SP,89.88,19.98,2267.0,5148.0,b'beleza_saude',PR,2018.0,136.765915,101.56,126.629519,28296.715714,20.789405,27.423077,13.715038,0.0,0.0,0.0,320.980071,17579.308118,455464.133916,6.0
SP,118.35,8.03,150.0,990.0,b'beleza_saude',SP,2018.0,271.335714,129.79,342.191097,25554.294286,9.961427,8.637931,11.552505,0.0,0.0,0.0,98.280698,0.0,488209.852444,8.0
SP,309.72,33.75,1600.0,32400.0,b'esporte_lazer',SP,2017.0,207.623986,125.31,315.467481,15499.002857,11.053593,12.0,9.861342,0.0,0.0,0.0,66.579504,7935.214081,100733.911078,2.0
SP,232.14,16.92,500.0,18490.0,b'beleza_saude',SP,2018.0,162.296117,106.34,179.038073,35444.298571,9.866731,9.460976,11.552505,0.0,0.0,0.0,77.238492,18584.084399,488209.852444,6.0
SP,156.67,29.68,6150.0,55680.0,b'beleza_saude',SP,2018.0,148.64318,106.19,174.641653,34256.702857,20.150936,18.813725,13.715038,0.0,0.0,0.0,68.168861,12107.374477,455464.133916,14.0
SP,97.88,8.39,353.0,3456.0,b'beleza_saude',SP,2018.0,149.017412,107.515,167.752428,42669.32,10.866723,10.867133,16.552935,0.0,0.0,1.0,15.587591,9842.20149,471112.176282,5.0
SP,285.59,55.69,9350.0,44100.0,b'esporte_lazer',PR,2018.0,169.637555,90.62,336.533038,38817.924286,8.834644,8.673591,9.806023,0.0,0.0,0.0,401.294164,21592.876477,424423.205949,5.0
SP,43.29,7.39,264.0,3808.0,b'cama_mesa_banho',SP,2018.0,167.163844,113.93,192.128,41479.312857,15.670482,13.37766,14.949342,0.0,0.0,0.0,26.871752,15869.929561,390767.341004,6.0
SP,65.47,13.08,2450.0,5760.0,b'beleza_saude',SP,2018.0,151.033594,105.72,150.477058,29430.051429,15.750398,14.960714,13.715038,0.0,0.0,0.0,25.519723,16469.641876,455464.133916,2.0
SP,98.16,10.79,1100.0,8320.0,b'utilidades_domesticas',SP,2017.0,160.011418,104.245,186.068829,9848.051429,11.79097,10.0,9.861342,0.0,0.0,0.0,6.054804,8958.387421,100733.911078,19.0
SP,77.03,17.13,7000.0,32994.0,b'utilidades_domesticas',SP,2017.0,197.915455,139.335,179.159025,17730.464286,13.193485,11.136364,12.847377,0.0,0.0,1.0,5.41112,395.027574,250658.264608,8.0
SP,83.05,13.15,125.0,6080.0,b'beleza_saude',SP,2018.0,183.830466,112.61,316.135736,42949.447143,11.135274,8.755556,9.806023,0.0,0.0,0.0,286.068739,16157.10594,424423.205949,6.0
SP,35.24,9.34,750.0,11250.0,b'esporte_lazer',SP,2017.0,139.82275,98.83,131.412715,37321.215714,10.210064,11.163009,11.723562,0.0,1.0,0.0,15.289469,26502.630735,343480.138209,7.0
SP,41.69,12.79,800.0,9000.0,b'esporte_lazer',SP,2018.0,140.357941,86.595,259.65712,14082.28,18.452654,14.748744,13.721701,0.0,0.0,1.0,207.589519,4690.000358,481297.418576,5.0
SP,20.75,7.87,180.0,2304.0,b'informatica_acessorios',SP,2018.0,156.299831,109.38,187.703964,47349.655714,10.564134,10.473318,16.552935,0.0,0.0,0.0,46.927972,23543.879655,471112.176282,13.0
SP,102.56,6.56,396.0,2772.0,b'relogios_presentes',SP,2018.0,154.851445,113.05,178.839639,47455.257143,11.913726,10.784,16.552935,0.0,0.0,0.0,294.345425,22895.284932,471112.176282,15.0
SP,50.68,12.69,500.0,3000.0,b'cama_mesa_banho',SP,2017.0,198.824375,119.47,235.820734,19991.045714,12.304091,12.015707,11.846389,1.0,0.0,0.0,370.267087,5458.01457,343516.704227,12.0
SP,103.55,13.65,1650.0,3080.0,b'cama_mesa_banho',SP,2017.0,169.718148,143.12,187.171627,19466.43,11.131926,11.42446,12.847377,0.0,0.0,1.0,219.374987,0.0,250658.264608,8.0
RJ,46.0,14.1,200.0,2378.0,b'informatica_acessorios',MG,2017.0,130.07,130.07,145.635713,15547.707143,10.002691,10.565217,11.140125,1.0,0.0,0.0,352.723884,3589.955072,204408.639154,9.0
SP,74.16,14.17,350.0,2464.0,b'relogios_presentes',RJ,2017.0,149.232461,101.34,175.663047,41204.515714,14.310205,16.147132,11.723562,0.0,1.0,0.0,427.561111,13016.615942,343480.138209,13.0
RJ,183.65,54.65,6550.0,8000.0,b'informatica_acessorios',MG,2018.0,156.931203,94.3,169.495961,32145.375714,15.695483,14.354167,14.586934,0.0,0.0,1.0,320.709319,4736.805583,421109.470293,10.0
SP,28.46,10.96,255.0,5700.0,b'informatica_acessorios',SP,2017.0,177.829435,114.945,182.149814,15742.663333,12.457979,12.275168,11.572975,0.0,0.0,0.0,81.329024,9132.964991,176081.63596,12.0
SP,103.5,23.7,1800.0,59570.0,b'cama_mesa_banho',SP,2018.0,150.340792,102.1,182.147188,32152.238571,13.564187,14.916667,13.715038,0.0,0.0,0.0,55.488686,24705.299123,455464.133916,6.0
SP,211.89,12.89,4050.0,2431.0,b'beleza_saude',SP,2018.0,154.196096,116.575,139.922443,30766.407143,16.37013,23.0,13.715038,0.0,0.0,0.0,295.44607,13134.717058,455464.133916,6.0
SP,124.7,19.7,1000.0,7632.0,b'relogios_presentes',RJ,2018.0,201.685385,116.9,373.452604,28285.7,15.80946,15.742604,13.721701,0.0,0.0,0.0,338.15044,23061.555043,481297.418576,9.0
SP,216.93,17.03,2600.0,11808.0,b'cama_mesa_banho',SP,2018.0,147.593276,104.715,166.697669,37965.977143,13.154252,13.464286,13.715038,0.0,0.0,0.0,170.474054,22443.295487,455464.133916,6.0
RJ,241.74,21.94,854.0,7140.0,b'beleza_saude',RJ,2018.0,143.215217,100.22,136.419341,32738.215714,14.266896,14.619632,14.586934,0.0,0.0,0.0,18.505722,17421.242323,421109.470293,6.0
RJ,136.37,17.37,1650.0,7200.0,b'esporte_lazer',SP,2018.0,148.64318,106.19,174.641653,34256.702857,20.150936,18.813725,13.715038,0.0,0.0,0.0,381.684972,12107.374477,455464.133916,7.0
SP,30.96,10.96,100.0,2560.0,b'cama_mesa_banho',SP,2017.0,192.654412,117.895,300.08339,7307.478333,9.211735,10.076923,7.389867,0.0,0.0,0.0,34.872938,7092.618293,26973.463786,12.0
RJ,198.12,19.13,292.0,1632.0,b'relogios_presentes',SP,2018.0,160.049517,114.395,195.944297,46846.021429,15.722602,15.735294,14.949342,0.0,0.0,0.0,528.929242,27493.809219,390767.341004,17.0
SP,84.43,13.52,1200.0,45630.0,b'moveis_decoracao',SP,2017.0,152.045871,92.67,217.085211,26233.63,11.833202,11.265306,11.846389,0.0,0.0,1.0,288.930227,15763.012739,343516.704227,22.0
SP,124.76,14.86,1225.0,19950.0,b'cama_mesa_banho',SP,2018.0,170.633018,119.51,202.033343,47203.784286,12.303706,17.0,16.552935,0.0,0.0,0.0,362.814975,30796.301197,471112.176282,7.0
SP,69.73,9.74,525.0,9280.0,b'esporte_lazer',SP,2018.0,182.13625,139.795,177.899632,29850.881429,13.875819,15.172043,13.715038,1.0,0.0,0.0,81.415901,5745.475222,455464.133916,14.0
SP,76.85,11.95,250.0,864.0,b'moveis_decoracao',SP,2017.0,149.773496,106.83,164.994885,32158.368571,10.688338,8.804348,11.846389,0.0,0.0,0.0,303.451898,22102.810093,343516.704227,13.0
SP,100.57,20.6,8809.0,45968.0,b'esporte_lazer',SP,2018.0,163.602118,101.125,207.540138,31438.5,15.805472,14.517986,14.586934,0.0,0.0,1.0,95.889643,15548.115281,421109.470293,19.0
SP,88.31,8.32,250.0,3960.0,b'beleza_saude',SP,2018.0,140.357941,86.595,259.65712,14082.28,18.452654,14.748744,13.721701,0.0,0.0,1.0,19.667371,4690.000358,481297.418576,2.0
SP,42.27,7.78,600.0,8008.0,b'beleza_saude',SP,2017.0,171.089598,111.17,214.438621,26340.533333,11.765762,12.847222,11.846389,0.0,0.0,1.0,40.4524,9755.181079,343516.704227,4.0
SP,24.38,7.39,250.0,1235.0,b'informatica_acessorios',SP,2018.0,168.727411,104.85,262.690283,36702.774286,15.843978,22.25,14.949342,0.0,0.0,0.0,15.810762,29743.23519,390767.341004,1.0
SP,56.78,7.78,250.0,352.0,b'relogios_presentes',SP,2018.0,157.10278,89.05,284.909702,32831.427143,18.671441,15.039427,13.715038,0.0,0.0,1.0,45.33402,7938.419007,455464.133916,5.0
SP,131.33,12.33,1500.0,30752.0,b'esporte_lazer',SP,2017.0,256.93,166.83,241.987798,18872.885714,10.677419,9.475,11.140125,1.0,0.0,0.0,362.065265,7264.965878,204408.639154,14.0
RJ,148.69,18.79,100.0,880.0,b'beleza_saude',SP,2018.0,182.696302,115.555,227.349653,21043.361429,15.372546,11.162162,13.721701,0.0,0.0,0.0,696.369313,27082.710469,481297.418576,6.0
SP,322.17,23.17,2850.0,8349.0,b'moveis_decoracao',PR,2018.0,138.861099,100.485,136.177752,30192.771429,15.758284,15.924686,14.586934,0.0,0.0,0.0,359.81588,15249.215838,421109.470293,13.0
SP,275.19,15.29,3200.0,10560.0,b'cama_mesa_banho',SP,2018.0,152.005455,100.75,191.175299,36482.981429,14.848793,14.470588,14.586934,0.0,0.0,0.0,121.497359,16441.681686,421109.470293,1.0
SP,40.86,10.96,400.0,9000.0,b'moveis_decoracao',SP,2017.0,125.904167,98.205,105.418155,1161.92,8.083896,7.4,51.5,0.0,0.0,1.0,126.123084,932.990437,0.0,6.0
SP,61.75,11.85,450.0,3750.0,b'moveis_decoracao',SP,2017.0,130.3801,97.03,117.342947,37290.684286,10.264577,11.766667,11.723562,0.0,1.0,0.0,111.80802,15172.83474,343480.138209,4.0
RJ,159.07,19.08,250.0,7500.0,b'beleza_saude',SP,2018.0,165.294933,123.16,160.011189,31556.324286,9.818917,16.222222,11.552505,0.0,0.0,0.0,703.796853,17932.598295,488209.852444,8.0
SP,63.86,11.86,300.0,5280.0,b'informatica_acessorios',SP,2017.0,154.800058,101.25,218.899729,19871.62,10.783298,11.588517,10.36886,0.0,0.0,0.0,153.069327,6958.571248,254990.21744,6.0
SP,174.42,34.52,6550.0,13440.0,b'utilidades_domesticas',MG,2018.0,187.265,98.725,249.005192,34700.815714,12.364017,11.25,16.552935,0.0,0.0,1.0,430.931583,1308.142517,471112.176282,16.0
SP,165.57,12.57,2400.0,23625.0,b'cama_mesa_banho',SP,2017.0,137.350864,102.03,142.883837,19853.525714,11.049738,10.53405,11.140125,0.0,0.0,1.0,97.329675,12498.003914,204408.639154,10.0
SP,69.32,9.42,600.0,9295.0,b'moveis_decoracao',SP,2018.0,143.215217,100.22,136.419341,32738.215714,14.266896,14.619632,14.586934,0.0,0.0,0.0,5.892495,17421.242323,421109.470293,2.0
SP,51.79,12.79,900.0,12500.0,b'cama_mesa_banho',SP,2018.0,134.32,67.05,161.079081,44519.647143,12.567361,12.145455,16.552935,1.0,0.0,0.0,302.62984,13940.322722,471112.176282,7.0
RJ,85.24,15.25,500.0,4180.0,b'brinquedos',SP,2017.0,150.525117,96.8,149.986026,33145.33,10.492922,10.645161,11.723562,0.0,1.0,1.0,353.788672,21900.982878,343480.138209,17.0
SP,26.29,7.39,200.0,2375.0,b'utilidades_domesticas',SP,2018.0,169.637555,90.62,336.533038,38817.924286,8.834644,8.673591,9.806023,0.0,0.0,0.0,103.128303,21592.876477,424423.205949,5.0
RJ,83.1,17.2,1200.0,18144.0,b'cama_mesa_banho',SP,2017.0,137.510067,97.99,148.503055,15412.695,12.03022,12.787402,11.572975,0.0,0.0,0.0,563.075115,10648.817136,176081.63596,19.0
SP,96.47,31.48,1050.0,13860.0,b'informatica_acessorios',SP,2018.0,157.54977,104.11,191.652849,30894.621429,9.657912,10.793103,11.552505,0.0,0.0,0.0,16.931478,21970.344302,488209.852444,2.0
SP,221.28,35.38,8975.0,48960.0,b'brinquedos',PR,2018.0,149.347185,101.37,176.11617,43528.085714,11.26894,29.25,11.552505,0.0,0.0,0.0,333.229784,32055.217343,488209.852444,6.0
RJ,161.01,16.11,200.0,3795.0,b'esporte_lazer',SP,2018.0,157.728646,117.79,184.352327,14877.707143,8.531697,3.0,11.552505,0.0,0.0,0.0,365.747797,28308.196726,488209.852444,6.0
SP,30.79,12.79,150.0,880.0,b'beleza_saude',SP,2018.0,157.501765,105.94,207.759447,44006.947143,7.686666,6.666667,9.806023,0.0,0.0,0.0,375.892884,32804.760617,424423.205949,6.0
RJ,109.26,43.56,900.0,2550.0,b'moveis_decoracao',SP,2017.0,246.527391,112.46,489.610504,12040.401667,11.133468,11.638554,7.389867,0.0,0.0,0.0,584.081466,6200.168161,26973.463786,7.0
RJ,104.37,15.37,275.0,7392.0,b'beleza_saude',SP,2017.0,153.405497,105.28,263.427004,14015.725714,10.494637,4.888889,12.847377,0.0,0.0,1.0,299.544921,4857.064399,250658.264608,9.0
RJ,222.7,32.8,5950.0,32768.0,b'moveis_decoracao',MG,2018.0,134.32,67.05,161.079081,44519.647143,12.567361,12.145455,16.552935,1.0,0.0,0.0,201.020167,13940.322722,471112.176282,9.0
RJ,94.3,14.31,1813.0,37788.0,b'cama_mesa_banho',SP,2018.0,175.2825,148.255,177.56367,37952.227143,13.114918,13.561224,13.715038,1.0,0.0,0.0,343.930577,11939.789616,455464.133916,18.0
SP,73.34,13.44,1225.0,18252.0,b'utilidades_domesticas',SP,2017.0,150.340833,110.59,116.636958,20260.79,12.827611,11.961111,11.846389,0.0,0.0,1.0,148.281714,1752.27189,343516.704227,5.0
SP,499.4,27.56,2434.0,29700.0,b'informatica_acessorios',PR,2017.0,171.001906,105.33,239.716305,38678.341429,10.413725,11.026756,11.723562,0.0,1.0,1.0,537.834263,16866.037058,343480.138209,17.0
SP,145.5,25.52,2900.0,27000.0,b'cama_mesa_banho',SP,2017.0,158.053911,102.305,174.920883,32450.058571,10.548577,11.257813,11.846389,0.0,0.0,0.0,307.161921,12662.738601,343516.704227,10.0
SP,55.04,7.39,1110.0,3762.0,b'beleza_saude',SP,2018.0,164.788226,103.74,199.431178,32662.537143,15.240325,14.240602,14.586934,1.0,0.0,0.0,64.832175,8434.286152,421109.470293,9.0
SP,102.03,12.13,1383.0,20000.0,b'cama_mesa_banho',SP,2017.0,138.376522,120.09,105.934625,15564.477143,10.502691,9.182482,11.140125,0.0,0.0,1.0,310.11466,353.729592,204408.639154,10.0
RJ,99.9,0.0,584.0,2288.0,b'relogios_presentes',SP,2018.0,149.366946,107.525,159.558268,39582.264286,14.742362,22.5,16.552935,0.0,0.0,0.0,516.285116,27903.143629,471112.176282,5.0
RJ,109.31,14.41,500.0,2040.0,b'brinquedos',SP,2017.0,142.982937,104.73,140.608045,17225.841429,14.384096,14.654545,13.725249,0.0,0.0,0.0,336.71054,9945.821496,117455.248491,5.0
RJ,179.22,19.22,350.0,4807.0,b'beleza_saude',MG,2018.0,148.815448,107.935,160.406105,39818.875714,11.193024,9.188272,13.721701,0.0,0.0,1.0,658.836287,19000.212011,481297.418576,5.0
SP,85.52,13.52,1500.0,23625.0,b'cama_mesa_banho',SP,2017.0,160.779259,102.865,200.972306,21303.184286,13.334704,19.2,11.886244,0.0,0.0,0.0,227.29649,16633.493325,291113.407386,7.0
SP,326.36,16.37,8200.0,49000.0,b'utilidades_domesticas',SP,2018.0,135.133392,95.99,133.634633,32021.13,14.514706,14.663043,14.586934,0.0,0.0,0.0,131.672919,15289.015138,421109.470293,10.0
RJ,200.23,20.23,501.0,3276.0,b'relogios_presentes',SP,2018.0,123.496,82.665,96.343665,45807.75,14.311568,15.68932,13.721701,1.0,0.0,0.0,562.299695,9339.364683,481297.418576,14.0
SP,134.71,15.71,400.0,2304.0,b'relogios_presentes',PR,2018.0,163.764188,108.9,213.609864,49372.958571,11.394114,9.16338,16.552935,0.0,0.0,1.0,311.626978,28540.149545,471112.176282,13.0
RJ,27.98,15.1,180.0,2304.0,b'informatica_acessorios',SP,2017.0,154.575291,98.04,181.260964,19495.361429,10.043422,9.536723,10.36886,0.0,0.0,1.0,569.0101,8586.108767,254990.21744,10.0
RJ,63.98,14.08,2750.0,12250.0,b'moveis_decoracao',MG,2017.0,175.013091,101.48,253.855095,25481.274286,10.944267,13.0,11.886244,0.0,0.0,0.0,210.679944,13964.010971,291113.407386,13.0
SP,299.75,19.85,3850.0,18240.0,b'cama_mesa_banho',SP,2017.0,219.488889,106.805,345.413735,27193.461429,11.561738,10.369565,11.02144,1.0,0.0,0.0,145.084884,6110.978959,304388.330097,15.0
SP,218.0,50.02,25200.0,29282.0,b'esporte_lazer',MG,2017.0,164.3725,69.42,151.156354,1303.896667,6.92629,7.0,51.5,0.0,0.0,0.0,370.532507,2150.743466,0.0,19.0
SP,117.96,7.64,100.0,990.0,b'beleza_saude',SP,2018.0,157.079554,100.485,151.119765,49127.597143,10.907773,8.934118,16.552935,0.0,0.0,1.0,104.76933,2555.183266,471112.176282,3.0
RJ,921.04,21.05,900.0,6555.0,b'relogios_presentes',SP,2017.0,151.328214,117.85,145.627908,19249.975714,10.919457,11.339286,11.886244,0.0,0.0,0.0,527.640199,17042.466423,291113.407386,14.0
SP,35.36,7.46,150.0,1360.0,b'beleza_saude',SP,2018.0,110.335,104.665,70.296459,12183.504286,9.868565,6.4,11.552505,0.0,0.0,1.0,27.14483,4262.101729,488209.852444,5.0
SP,164.06,14.07,600.0,11500.0,b'brinquedos',SP,2017.0,161.101311,104.21,368.76486,40636.452857,11.954804,13.643646,11.723562,0.0,1.0,0.0,190.441743,16064.413604,343480.138209,13.0
SP,209.2,12.4,1650.0,28175.0,b'moveis_decoracao',SP,2018.0,157.728646,117.79,184.352327,14877.707143,8.531697,3.0,11.552505,0.0,0.0,0.0,17.00474,28308.196726,488209.852444,3.0
RJ,215.15,19.25,337.0,2704.0,b'relogios_presentes',SP,2018.0,129.624286,124.02,33.268779,11724.394286,18.554286,17.131579,13.721701,0.0,0.0,1.0,550.246735,4022.057178,481297.418576,11.0
SP,31.75,11.85,600.0,23625.0,b'cama_mesa_banho',SP,2017.0,150.525117,96.8,149.986026,33145.33,10.492922,10.645161,11.723562,0.0,1.0,1.0,299.810713,21900.982878,343480.138209,13.0
SP,196.95,37.05,8100.0,102144.0,b'moveis_decoracao',SP,2018.0,154.873096,111.6,167.824996,45981.09,15.435221,15.877841,14.949342,0.0,0.0,0.0,25.460169,19863.04796,390767.341004,2.0
RJ,32.94,7.94,350.0,3360.0,b'brinquedos',RJ,2017.0,171.685393,104.965,208.343832,34017.224286,10.359448,9.852843,11.723562,0.0,1.0,1.0,18.393676,14589.250224,343480.138209,4.0
SP,34.86,10.96,225.0,6300.0,b'beleza_saude',SP,2017.0,180.075192,105.7,269.577625,5904.01,9.118353,0.0,7.389867,0.0,0.0,0.0,104.841534,3234.335779,26973.463786,10.0
SP,51.2,11.3,850.0,8750.0,b'cama_mesa_banho',SP,2018.0,442.305714,122.92,832.617889,46012.425714,8.950165,8.163462,9.806023,1.0,0.0,0.0,41.662456,9787.780409,424423.205949,2.0
SP,92.57,13.57,1000.0,12096.0,b'cama_mesa_banho',SP,2018.0,182.13625,139.795,177.899632,29850.881429,13.875819,15.172043,13.715038,1.0,0.0,0.0,333.712418,5745.475222,455464.133916,3.0
