customer_state,total_payment_value,total_freight,total_weight_g,total_volume_cm3,principal_category_by_price,principal_seller_state_by_price,purchase_year,facturacion_promedio_t1,facturacion_mediana_t1,facturacion_std_t1,facturacion_total_7d_avg,dias_entrega_promedio_7d_avg,dias_entrega_promedio_t2,dias_entrega_promedio_prev_month,es_post_domingo_festivo,es_diciembre,es_fin_de_semana_extendido,distancia_km,distancia_total_t1,distancia_total_prev_month,delivery_days
SP,36.78,7.78,200.0,352.0,b'relogios_presentes',SP,2017,132.01645,97.78,123.679278,19588.845714,10.658581,10.728261,10.36886,0,0,0,16.965859,10812.168739,254990.21744,6.0
RJ,75.07,15.17,350.0,25200.0,b'cama_mesa_banho',SP,2017,154.575291,98.04,181.260964,19495.361429,10.043422,9.536723,10.36886,0,0,1,775.367896,8586.108767,254990.21744,16.0
SP,332.3,32.4,10975.0,95220.0,b'utilidades_domesticas',SP,2018,164.892615,107.195,201.509964,26596.825,16.622559,13.612613,15.685915,0,0,1,29.107222,3807.888871,350875.393133,4.0
SP,88.76,13.86,167.0,3276.0,b'informatica_acessorios',PR,2018,150.651993,112.535,148.282412,37537.504286,9.838063,10.022727,13.721701,0,0,0,424.986393,16495.951326,481297.418576,9.0
SP,297.2,9.2,4450.0,10672.0,b'utilidades_domesticas',SP,2018,159.399771,103.555,259.86157,47282.015714,15.044324,13.837758,14.949342,0,0,1,152.87008,18708.390092,390767.341004,8.0
SP,359.6,9.7,753.0,6188.0,b'brinquedos',SP,2018,134.780767,104.59,121.482496,22043.92,15.955734,0.0,15.685915,0,0,0,18.091148,28866.393802,350875.393133,4.0
SP,28.91,7.41,300.0,6552.0,b'moveis_decoracao',SP,2018,138.530591,95.6,148.197692,32871.54,9.871739,8.802198,11.552505,0,0,1,21.55991,18888.717244,488209.852444,7.0
RJ,176.56,21.57,2700.0,24192.0,b'cama_mesa_banho',SP,2017,160.815,89.84,307.091371,22246.131667,10.294109,10.062827,10.36886,0,0,1,575.928346,1598.975314,254990.21744,17.0
RJ,106.9,0.0,584.0,2288.0,b'relogios_presentes',SP,2018,201.745204,110.875,361.010824,42575.537143,16.859029,14.101227,14.949342,1,0,1,562.775799,1165.502251,390767.341004,19.0
SP,113.62,13.72,1050.0,14440.0,b'cama_mesa_banho',SP,2018,136.765915,101.56,126.629519,28296.715714,20.789405,27.423077,13.715038,0,0,0,116.869511,17579.308118,455464.133916,6.0
SP,42.68,7.78,250.0,5208.0,b'moveis_decoracao',SP,2017,139.116222,97.78,154.974206,17832.332857,9.471597,9.729927,12.847377,0,0,1,112.435492,6453.512323,250658.264608,4.0
SP,69.7,14.7,1400.0,1500.0,b'cama_mesa_banho',SP,2018,148.815448,107.935,160.406105,39818.875714,11.193024,9.188272,13.721701,0,0,1,68.253218,19000.212011,481297.418576,4.0
SP,116.04,38.07,1700.0,15360.0,b'cama_mesa_banho',SP,2017,163.787027,96.93,176.903978,19735.711429,10.132466,10.412791,10.36886,0,0,1,142.123237,423.279354,254990.21744,3.0
RJ,518.77,25.77,5350.0,5100.0,b'beleza_saude',SP,2017,111.890769,91.66,107.145481,22598.834286,10.860524,10.043478,11.886244,1,0,0,347.706741,4025.883311,291113.407386,15.0
SP,136.9,11.9,2000.0,18000.0,b'moveis_decoracao',SP,2018,161.5075,176.31,34.12653,42706.118571,11.312918,7.980952,11.552505,1,0,0,71.750579,9939.414701,488209.852444,2.0
SP,83.5,23.7,1200.0,48000.0,b'moveis_decoracao',SP,2017,152.045871,92.67,217.085211,26233.63,11.833202,11.265306,11.846389,0,0,1,149.223175,15763.012739,343516.704227,6.0
SP,220.04,15.04,3300.0,54000.0,b'cama_mesa_banho',SP,2017,95.77,95.77,0.0,18923.077143,10.658046,7.84375,10.36886,1,0,0,19.998158,4053.775857,254990.21744,10.0
SP,42.77,12.87,250.0,1200.0,b'beleza_saude',SP,2018,183.830466,112.61,316.135736,42949.447143,11.135274,8.755556,9.806023,0,0,0,348.061253,16157.10594,424423.205949,6.0
SP,312.39,62.49,14600.0,56448.0,b'moveis_decoracao',MG,2017,75.506,77.65,36.338078,16028.504286,10.628528,11.44,11.140125,1,0,0,540.083507,3074.972806,204408.639154,17.0
SP,126.9,27.0,2500.0,12000.0,b'moveis_decoracao',PR,2018,163.848397,113.585,212.072677,40895.157143,11.637926,10.354467,13.721701,0,0,0,546.011765,24067.293641,481297.418576,5.0
SP,119.02,9.12,400.0,5832.0,b'esporte_lazer',SP,2018,184.891053,125.33,119.382388,49571.878571,10.840104,8.741071,16.552935,1,0,0,29.02991,11391.747498,471112.176282,2.0
SP,74.49,14.59,400.0,1785.0,b'informatica_acessorios',MG,2017,136.964118,99.67,119.15174,8412.7,9.378658,8.985294,7.389867,0,0,0,339.466748,3796.148965,26973.463786,6.0
SP,254.42,16.42,291.0,2112.0,b'relogios_presentes',PR,2017,176.045763,105.955,251.979372,11650.091429,14.005053,12.966667,13.725249,0,0,1,332.590508,2341.402447,117455.248491,5.0
SP,1036.83,24.97,4750.0,11880.0,b'informatica_acessorios',SP,2017,149.773496,106.83,164.994885,32158.368571,10.688338,8.804348,11.846389,0,0,0,302.614904,22102.810093,343516.704227,16.0
SP,96.41,56.61,1875.0,77400.0,b'utilidades_domesticas',SP,2018,157.501765,105.94,207.759447,44006.947143,7.686666,6.666667,9.806023,0,0,0,61.440951,32804.760617,424423.205949,2.0
SP,254.24,14.34,357.0,3264.0,b'relogios_presentes',SP,2018,156.955534,99.65,233.737464,40317.415714,11.137556,9.174419,9.806023,0,0,1,303.556819,20767.3481,424423.205949,7.0
SP,97.35,17.37,7480.0,66144.0,b'moveis_decoracao',SP,2018,162.718209,101.93,213.356731,30400.574286,15.547201,18.153846,14.586934,0,0,0,149.535418,15300.230965,421109.470293,16.0
SP,66.91,11.41,1717.0,6936.0,b'beleza_saude',SP,2018,324.7725,131.8,533.231757,32102.127143,9.449076,6.779221,11.552505,1,0,0,7.790368,5310.948048,488209.852444,3.0
SP,106.91,13.67,1375.0,3960.0,b'cama_mesa_banho',SP,2017,154.800058,101.25,218.899729,19871.62,10.783298,11.588517,10.36886,0,0,0,292.135142,6958.571248,254990.21744,8.0
RJ,81.06,15.56,1025.0,8280.0,b'beleza_saude',SP,2018,158.84,110.25,141.726222,39482.74,11.1313,8.085821,13.721701,0,0,1,330.569764,2483.507838,481297.418576,4.0
SP,42.86,12.87,300.0,4800.0,b'esporte_lazer',SP,2018,173.030888,108.42,329.901526,32466.704286,9.801612,8.265823,11.552505,0,0,1,234.255088,16018.006486,488209.852444,5.0
SP,76.9,17.0,600.0,6156.0,b'utilidades_domesticas',SP,2018,165.984118,106.25,181.951401,36270.518571,14.704864,14.776786,15.685915,1,0,0,142.064558,9663.133325,350875.393133,1.0
SP,122.8,12.9,180.0,2210.0,b'informatica_acessorios',PR,2017,171.685393,104.965,208.343832,34017.224286,10.359448,9.852843,11.723562,0,1,1,536.495301,14589.250224,343480.138209,9.0
SP,189.08,27.98,1700.0,80000.0,b'beleza_saude',SP,2018,149.90125,111.185,161.433474,36980.851429,15.060769,15.177515,14.586934,0,0,1,9.454697,4771.10463,421109.470293,15.0
SP,32.69,12.79,200.0,2560.0,b'cama_mesa_banho',SP,2018,134.32,67.05,161.079081,44519.647143,12.567361,12.145455,16.552935,1,0,0,350.481146,13940.322722,471112.176282,8.0
SP,132.13,13.13,2250.0,10648.0,b'utilidades_domesticas',SP,2018,168.655023,116.83,237.448433,35075.228571,9.68397,8.741259,13.721701,0,0,0,117.147464,13782.963308,481297.418576,5.0
SP,56.78,8.88,800.0,8000.0,b'cama_mesa_banho',SP,2018,230.690588,110.08,498.661371,47643.954286,15.787153,14.149425,14.949342,1,0,0,37.120458,8548.243897,390767.341004,8.0
SP,83.58,12.84,600.0,16000.0,b'cama_mesa_banho',SP,2017,138.376522,120.09,105.934625,15564.477143,10.502691,9.182482,11.140125,0,0,1,311.052395,353.729592,204408.639154,8.0
SP,55.24,9.34,800.0,8000.0,b'cama_mesa_banho',SP,2018,134.780767,104.59,121.482496,22043.92,15.955734,0.0,15.685915,0,0,0,10.463982,28866.393802,350875.393133,4.0
RJ,100.7,15.8,1100.0,13600.0,b'moveis_decoracao',SP,2017,144.190952,114.79,130.2125,8619.47,12.18053,11.072165,9.861342,0,0,1,577.476939,591.043083,100733.911078,9.0
SP,39.75,11.85,400.0,4800.0,b'cama_mesa_banho',SP,2017,153.566371,90.375,200.706333,15894.89,10.745609,11.078947,11.140125,0,0,1,316.4648,8691.788472,204408.639154,9.0
SP,96.59,13.6,1125.0,39146.0,b'brinquedos',SP,2017,197.735714,105.87,291.102062,28566.915714,11.964622,11.409836,11.886244,1,0,0,135.054404,7050.706629,291113.407386,8.0
RJ,65.0,15.1,1100.0,29785.0,b'cama_mesa_banho',SP,2017,149.579891,99.78,169.356604,19249.514286,10.564151,11.666667,10.36886,0,0,0,482.835182,12025.603552,254990.21744,8.0
SP,158.45,13.45,335.0,2992.0,b'relogios_presentes',SP,2018,167.090285,110.8,193.039992,42911.002857,17.058724,42.25,16.552935,0,0,0,303.935441,18626.342185,471112.176282,12.0
SP,86.15,16.25,800.0,37800.0,b'esporte_lazer',MG,2017,145.634412,104.49,135.144399,22785.745714,10.849982,11.006757,11.02144,0,0,1,535.831573,10773.705897,304388.330097,14.0
SP,96.8,11.8,2700.0,27000.0,b'utilidades_domesticas',SP,2018,148.941639,101.25,147.380533,34321.814286,13.433079,14.378049,13.715038,0,0,0,94.843829,17768.186978,455464.133916,9.0
RJ,175.77,15.87,3200.0,23625.0,b'cama_mesa_banho',SP,2017,153.787256,105.575,223.387256,21768.088333,10.356619,10.948571,10.36886,0,0,1,545.774083,9973.860249,254990.21744,17.0
SP,288.53,17.53,2600.0,4096.0,b'esporte_lazer',SP,2017,166.872439,124.52,142.644563,20911.592857,13.335999,11.477987,13.725249,0,0,1,243.268317,1584.101569,117455.248491,4.0
SP,42.68,7.78,500.0,1408.0,b'beleza_saude',SP,2017,133.54451,97.08,139.564923,15678.452857,10.951708,8.181818,11.140125,0,0,0,51.038449,11643.171343,204408.639154,3.0
SP,117.75,13.75,1100.0,13068.0,b'esporte_lazer',SP,2017,175.94902,117.93,164.638874,26453.257143,11.15124,9.980769,11.886244,0,0,1,382.833798,2657.806505,291113.407386,7.0
SP,67.78,7.78,200.0,1960.0,b'esporte_lazer',SP,2018,159.175949,100.285,218.838038,36198.618571,14.846362,14.660256,15.685915,0,0,0,23.410324,20261.769786,350875.393133,1.0
SP,460.61,20.96,300.0,2700.0,b'beleza_saude',RJ,2018,152.625692,104.63,174.960127,41720.485714,14.101769,13.818182,13.721701,0,0,1,392.494308,25848.180947,481297.418576,6.0
SP,88.37,9.37,650.0,11520.0,b'beleza_saude',SP,2017,157.2011,101.73,193.32335,23539.061667,12.167756,11.763033,11.846389,0,0,0,106.314648,18037.25667,343516.704227,5.0
SP,84.49,13.52,3008.0,46080.0,b'brinquedos',SP,2017,139.82275,98.83,131.412715,37321.215714,10.210064,11.163009,11.723562,0,1,0,141.198077,26502.630735,343480.138209,15.0
SP,122.17,12.27,1975.0,16523.0,b'cama_mesa_banho',SP,2017,190.6905,92.06,248.921014,18763.231429,9.677419,10.067416,11.140125,0,0,1,280.665164,1027.07752,204408.639154,5.0
SP,53.68,7.78,150.0,2816.0,b'esporte_lazer',SP,2017,171.001906,105.33,239.716305,38678.341429,10.413725,11.026756,11.723562,0,1,1,25.924875,16866.037058,343480.138209,5.0
SP,31.77,7.78,100.0,4500.0,b'beleza_saude',SP,2018,157.10278,89.05,284.909702,32831.427143,18.671441,15.039427,13.715038,0,0,1,50.033861,7938.419007,455464.133916,6.0
SP,100.43,35.44,4300.0,101250.0,b'moveis_decoracao',SP,2017,151.945488,125.475,131.426613,11938.546667,11.270505,10.5375,7.389867,0,0,1,42.499661,3123.382313,26973.463786,17.0
SP,163.81,25.81,9950.0,58621.0,b'utilidades_domesticas',MG,2017,196.655961,104.85,291.813102,23629.967143,10.805324,10.747826,11.02144,0,0,0,251.000889,17460.041278,304388.330097,12.0
SP,88.71,8.72,600.0,1600.0,b'moveis_decoracao',SP,2018,104.07,104.07,0.0,8580.56,8.470916,7.61039,11.552505,1,0,0,105.568453,8704.073599,488209.852444,3.0
SP,190.01,10.01,175.0,8000.0,b'informatica_acessorios',SP,2018,139.781387,105.335,133.05942,34461.83,14.535784,13.891892,15.685915,0,0,0,10.659338,27659.508373,350875.393133,3.0
RJ,117.85,17.95,1100.0,11439.0,b'cama_mesa_banho',SP,2017,164.631064,105.57,202.295783,28120.974286,13.58895,10.943966,11.02144,0,0,0,585.13037,16916.427412,304388.330097,13.0
SP,22.75,11.85,200.0,8000.0,b'moveis_decoracao',SP,2018,152.63552,105.65,194.343337,33442.954286,19.473729,17.712538,13.715038,0,0,0,140.595825,12993.647155,455464.133916,19.0
SP,154.12,34.32,3500.0,24500.0,b'moveis_decoracao',MG,2017,174.883837,90.27,270.579621,13116.675714,13.357748,13.288288,11.572975,0,0,1,466.995036,5285.012304,176081.63596,11.0
SP,23.78,7.78,200.0,5000.0,b'beleza_saude',SP,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,14.361158,7671.482249,343480.138209,1.0
SP,169.73,15.73,500.0,1280.0,b'relogios_presentes',SP,2017,136.972821,105.18,131.07187,19117.032857,10.703725,12.5,11.140125,0,0,0,9.393438,13246.903925,204408.639154,2.0
SP,53.58,7.58,100.0,1331.0,b'beleza_saude',SP,2018,168.655023,116.83,237.448433,35075.228571,9.68397,8.741259,13.721701,0,0,0,60.27612,13782.963308,481297.418576,5.0
SP,179.19,19.29,7474.0,62640.0,b'cama_mesa_banho',SP,2018,152.028,85.58,137.512752,17498.914286,9.541093,15.285714,11.552505,0,0,0,39.368182,984.641825,488209.852444,4.0
SP,91.05,12.05,200.0,4096.0,b'esporte_lazer',SP,2018,129.072222,101.905,127.159016,32818.134286,14.44109,14.62069,14.586934,1,0,0,234.748683,7789.75102,421109.470293,11.0
RJ,159.65,23.75,1350.0,4374.0,b'beleza_saude',SP,2018,158.336958,111.87,181.22245,41118.608571,7.509981,8.240223,11.552505,0,0,1,496.369798,20326.010712,488209.852444,10.0
SP,88.54,13.64,167.0,2640.0,b'informatica_acessorios',PR,2018,142.808909,102.05,120.419847,36148.887143,17.417759,13.025907,16.552935,1,0,0,537.255139,8617.038965,471112.176282,7.0
SP,102.03,12.13,1383.0,20000.0,b'cama_mesa_banho',SP,2017,124.893923,93.69,103.955895,17292.958571,14.361385,14.13986,13.725249,0,0,1,313.612878,8954.167807,117455.248491,9.0
SP,71.82,11.92,350.0,8000.0,b'esporte_lazer',SP,2017,161.018235,113.005,175.509645,20934.235714,11.035022,10.123223,10.36886,0,0,1,259.892911,1310.099646,254990.21744,2.0
SP,103.37,14.37,250.0,6000.0,b'utilidades_domesticas',PR,2018,285.14,285.14,0.0,28466.845714,16.413277,20.4,13.715038,1,0,0,338.712309,14.977141,455464.133916,10.0
SP,34.17,9.27,600.0,1428.0,b'utilidades_domesticas',SP,2017,154.800058,101.25,218.899729,19871.62,10.783298,11.588517,10.36886,0,0,0,76.322603,6958.571248,254990.21744,1.0
SP,257.15,18.15,3300.0,8712.0,b'moveis_decoracao',MG,2017,182.472391,99.825,300.998966,28462.505714,11.703354,10.242424,11.846389,0,0,1,145.566667,10830.692676,343516.704227,17.0
SP,89.27,9.37,700.0,6000.0,b'utilidades_domesticas',SP,2017,140.122045,112.91,112.317913,24056.81,13.468197,9.273885,11.02144,0,0,1,15.272517,989.037405,304388.330097,7.0
SP,29.75,11.85,300.0,9600.0,b'moveis_decoracao',SP,2017,172.227692,118.93,141.252648,26261.043333,11.595447,10.063218,11.846389,0,0,1,198.864508,1690.100025,343516.704227,11.0
SP,82.33,12.43,2600.0,15000.0,b'moveis_decoracao',SP,2018,211.847647,160.14,210.419599,36035.785714,14.989747,13.3,14.586934,1,0,0,17.115642,7021.780009,421109.470293,6.0
RJ,577.92,98.02,5400.0,40320.0,b'brinquedos',SP,2017,158.053911,102.305,174.920883,32450.058571,10.548577,11.257813,11.846389,0,0,0,310.042563,12662.738601,343516.704227,20.0
SP,58.59,12.69,600.0,1800.0,b'moveis_decoracao',SP,2017,161.075743,102.55,187.53191,23385.621429,10.74897,11.561576,11.02144,0,0,0,300.307921,17622.192519,304388.330097,12.0
SP,80.11,10.21,950.0,23625.0,b'cama_mesa_banho',SP,2018,156.299831,109.38,187.703964,47349.655714,10.564134,10.473318,16.552935,0,0,0,326.808162,23543.879655,471112.176282,14.0
SP,87.43,12.43,2550.0,31500.0,b'moveis_decoracao',SP,2018,149.90125,111.185,161.433474,36980.851429,15.060769,15.177515,14.586934,0,0,1,57.129298,4771.10463,421109.470293,15.0
SP,223.14,18.14,9750.0,12600.0,b'cama_mesa_banho',SP,2017,157.006923,97.9,305.147476,17777.727143,11.923112,12.414966,12.847377,0,0,0,204.889965,6638.448098,250658.264608,6.0
SP,96.72,12.72,180.0,2210.0,b'informatica_acessorios',PR,2018,139.781387,105.335,133.05942,34461.83,14.535784,13.891892,15.685915,0,0,0,488.109876,27659.508373,350875.393133,17.0
SP,117.96,7.64,150.0,990.0,b'beleza_saude',SP,2018,184.891053,125.33,119.382388,49571.878571,10.840104,8.741071,16.552935,1,0,0,102.239227,11391.747498,471112.176282,3.0
SP,32.7,12.8,250.0,4800.0,b'cama_mesa_banho',SP,2018,156.955534,99.65,233.737464,40317.415714,11.137556,9.174419,9.806023,0,0,1,310.899448,20767.3481,424423.205949,5.0
SP,71.65,15.15,488.0,4624.0,b'esporte_lazer',PR,2018,151.033594,105.72,150.477058,29430.051429,15.750398,14.960714,13.715038,0,0,0,405.001008,16469.641876,455464.133916,11.0
SP,143.86,24.96,3600.0,6336.0,b'esporte_lazer',SP,2018,134.780767,104.59,121.482496,22043.92,15.955734,0.0,15.685915,0,0,0,85.5867,28866.393802,350875.393133,9.0
SP,21.27,13.47,133.0,2688.0,b'beleza_saude',PR,2018,158.525013,108.87,195.231916,47510.038571,8.647194,11.5,9.806023,0,0,0,467.610875,32515.505354,424423.205949,5.0
RJ,52.83,18.34,200.0,1840.0,b'esporte_lazer',SP,2018,98.033333,111.52,47.498752,34814.592857,9.487977,8.650602,11.552505,1,0,0,381.843891,4514.490619,488209.852444,7.0
RJ,367.2,18.2,500.0,2112.0,b'beleza_saude',MG,2018,157.307835,98.215,206.77057,33355.728571,13.480949,12.454545,13.715038,0,0,0,394.654356,18229.620423,455464.133916,14.0
RJ,39.09,15.1,100.0,4500.0,b'beleza_saude',SP,2017,181.100533,109.07,238.857463,19199.335714,10.602137,11.106509,10.36886,0,0,1,489.094953,7929.721517,254990.21744,6.0
RJ,85.15,15.25,700.0,7072.0,b'moveis_decoracao',SP,2017,154.575291,98.04,181.260964,19495.361429,10.043422,9.536723,10.36886,0,0,1,367.679318,8586.108767,254990.21744,17.0
SP,51.93,12.93,250.0,640.0,b'relogios_presentes',SP,2018,159.804674,114.61,160.473001,42354.661429,8.772883,7.612536,9.806023,0,0,1,295.364606,7028.108538,424423.205949,3.0
RJ,51.32,18.33,400.0,2880.0,b'brinquedos',SP,2018,156.955534,99.65,233.737464,40317.415714,11.137556,9.174419,9.806023,0,0,1,323.826455,20767.3481,424423.205949,9.0
SP,17.29,7.39,300.0,1020.0,b'brinquedos',SP,2018,168.3265,150.735,115.446445,40900.99,14.685832,13.669291,16.552935,1,0,0,92.04517,10557.017172,471112.176282,3.0
RJ,241.93,22.03,4250.0,13800.0,b'cama_mesa_banho',SP,2017,177.796267,106.16,277.977632,23304.957143,11.806908,13.0,11.846389,0,0,0,567.694532,16648.603912,343516.704227,17.0
SP,367.11,17.21,900.0,11400.0,b'beleza_saude',PR,2017,161.075743,102.55,187.53191,23385.621429,10.74897,11.561576,11.02144,0,0,0,345.067547,17622.192519,304388.330097,5.0
RJ,219.78,35.78,3100.0,41888.0,b'cama_mesa_banho',SP,2018,130.91069,117.75,90.170709,35017.491429,12.81893,12.327434,15.685915,1,0,0,471.96106,9135.602156,350875.393133,14.0
RJ,86.15,16.25,800.0,23625.0,b'cama_mesa_banho',SP,2017,184.298643,105.37,295.904466,24362.647143,13.283123,11.373874,11.886244,0,0,0,680.765823,11583.701444,291113.407386,20.0
SP,148.86,13.96,1800.0,14440.0,b'cama_mesa_banho',SP,2017,171.685393,104.965,208.343832,34017.224286,10.359448,9.852843,11.723562,0,1,1,152.12874,14589.250224,343480.138209,4.0
SP,60.39,7.39,250.0,7680.0,b'esporte_lazer',SP,2018,150.556774,99.42,173.179082,34290.918571,14.711507,16.151515,14.949342,0,0,1,54.349438,2450.51624,390767.341004,3.0
SP,90.37,19.47,800.0,5290.0,b'utilidades_domesticas',MG,2018,185.885575,113.105,276.575596,46575.305714,16.717826,15.141026,14.949342,0,0,1,345.981795,4412.298518,390767.341004,9.0
SP,182.54,56.55,21600.0,150000.0,b'brinquedos',SP,2017,148.204151,107.87,128.529775,20649.562857,12.59306,9.490446,11.02144,0,0,1,133.654536,12217.4063,304388.330097,4.0
SP,89.91,7.92,207.0,2652.0,b'informatica_acessorios',SP,2018,156.931203,94.3,169.495961,32145.375714,15.695483,14.354167,14.586934,0,0,1,79.400991,4736.805583,421109.470293,5.0
